,MSZoning,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition_1,Condition_2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior_1st,Exterior_2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType_1,BsmtFinType_2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,YearSinceRemod,TotBathrooms
71,RL,7599,No_Alley,4,Lvl,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,No,ALQ,Unf,845,GasA,TA,Y,SBrkr,845,2,1,4,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,6,2007,WD,Normal,129500,1,2.0
72,RL,10141,No_Alley,3,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,PConc,No,Unf,Unf,832,GasA,Gd,Y,SBrkr,1718,3,1,7,1,Attchd,4,2,3,0,94,0,0,291,0,No_Fence,None,12,2009,WD,Normal,185000,11,2.5
73,RL,10200,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,CBlock,No,ALQ,BLQ,1086,GasA,Gd,Y,SBrkr,1086,3,1,6,0,Attchd,2,2,3,0,0,0,0,0,0,GdWo,None,5,2010,WD,Normal,144900,7,2.0
74,RM,5790,No_Alley,4,Lvl,Corner,1,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,Unf,Unf,840,GasA,Gd,N,SBrkr,1605,3,2,8,0,Detchd,2,1,3,0,0,202,0,0,0,No_Fence,None,5,2010,WD,Normal,107400,60,2.0
75,RM,1596,No_Alley,4,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,CBlock,Gd,GLQ,Unf,462,GasA,TA,Y,SBrkr,988,2,1,5,0,BuiltIn,2,1,3,120,101,0,0,0,0,GdWo,None,11,2009,WD,Normal,91000,36,2.0
76,RL,8475,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,ALQ,Unf,952,GasA,Ex,Y,FuseA,952,2,1,4,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,4,2008,WD,Normal,135750,52,1.0
77,RM,8635,No_Alley,4,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,BLQ,GLQ,672,GasA,TA,Y,SBrkr,1285,2,1,6,0,Detchd,2,1,3,0,0,0,0,0,0,MnPrv,None,1,2008,WD,Normal,127000,7,2.0
78,RL,10778,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,Unf,Unf,1768,GasA,TA,N,SBrkr,1768,4,2,8,0,No_Garage,1,0,3,0,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,136500,42,2.0
79,RM,10440,Grvl,4,Lvl,Corner,1,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,No,Unf,Unf,440,GasA,Gd,Y,SBrkr,1230,2,1,5,0,Detchd,2,2,3,74,0,128,0,0,0,MnPrv,None,5,2009,WD,Normal,110000,28,1.5
80,RL,13000,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,CBlock,No,Rec,Unf,896,GasA,TA,Y,SBrkr,2142,4,1,8,1,Attchd,4,1,3,0,72,0,0,252,0,No_Fence,None,6,2009,WD,Normal,193500,41,2.5
81,RM,4500,No_Alley,4,Lvl,FR2,1,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,PConc,No,GLQ,Unf,1237,GasA,Ex,Y,SBrkr,1337,2,1,5,0,Attchd,4,2,3,0,199,0,0,0,0,No_Fence,None,3,2006,WD,Normal,153500,8,3.0
82,RL,10206,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,PConc,No,GLQ,Unf,1563,GasA,Ex,Y,SBrkr,1563,3,1,6,1,Attchd,3,3,3,144,99,0,0,0,0,No_Fence,None,10,2008,WD,Normal,245000,1,2.0
83,RL,8892,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,CBlock,No,Unf,Unf,1065,GasA,Gd,Y,SBrkr,1065,3,1,6,0,Detchd,2,2,3,74,0,0,0,0,0,No_Fence,None,7,2007,COD,Normal,126500,47,1.5
84,RL,8530,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,PConc,No,Unf,Unf,384,GasA,Gd,Y,SBrkr,1474,3,1,7,1,BuiltIn,4,2,3,120,72,0,0,0,0,No_Fence,Shed,5,2009,WD,Normal,168500,13,2.5
85,RL,16059,No_Alley,4,Lvl,Corner,1,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,CBlock,No,Unf,Unf,1288,GasA,Ex,Y,SBrkr,2417,4,1,9,1,Attchd,2,2,3,127,82,0,0,0,0,No_Fence,None,4,2006,WD,Normal,260000,14,2.5
86,RL,11911,No_Alley,2,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,684,GasA,Ex,Y,SBrkr,1560,3,1,6,1,BuiltIn,4,2,3,100,38,0,0,0,0,No_Fence,None,3,2009,WD,Normal,174000,4,2.5
87,FV,3951,Pave,4,Lvl,Corner,1,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,PConc,Av,Unf,Unf,612,GasA,Ex,Y,SBrkr,1224,2,1,4,0,Detchd,3,2,3,0,234,0,0,0,0,No_Fence,None,6,2009,New,Partial,164500,0,2.5
88,C (all),8470,No_Alley,3,Lvl,Corner,1,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,None,0.0,CBlock,No,Unf,Unf,1013,GasA,TA,N,SBrkr,1526,2,1,6,0,No_Garage,1,0,1,0,0,156,0,0,0,MnPrv,None,10,2009,ConLD,Abnorml,85000,27,1.0
89,RL,8070,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,990,GasA,Ex,Y,SBrkr,990,3,1,5,0,No_Garage,1,0,3,0,0,0,0,0,0,No_Fence,None,8,2007,WD,Normal,123600,12,2.0
90,RL,7200,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,TA,Y,FuseA,1040,2,1,4,0,Detchd,2,2,3,0,29,0,0,0,0,No_Fence,None,7,2006,WD,Normal,109900,56,1.0
91,RL,8500,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,CBlock,No,Rec,Unf,1235,GasA,TA,Y,SBrkr,1235,2,1,6,0,Attchd,2,2,3,0,0,0,0,0,0,GdWo,None,12,2006,WD,Abnorml,98600,45,1.0
92,RL,13360,Grvl,3,HLS,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,ALQ,Unf,876,GasA,Ex,Y,SBrkr,964,2,1,5,0,Detchd,2,2,3,0,0,44,0,0,0,No_Fence,None,8,2009,WD,Normal,163500,3,2.0
93,C (all),7200,No_Alley,4,Lvl,Corner,1,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,Mn,Rec,Unf,1214,GasW,Ex,N,SBrkr,2291,4,2,9,1,Detchd,2,2,3,0,0,0,0,99,0,No_Fence,None,11,2007,WD,Normal,133900,9,2.5
94,RL,9337,No_Alley,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,824,GasA,Ex,Y,SBrkr,1786,3,1,7,0,Attchd,3,2,3,0,162,0,0,0,0,No_Fence,None,5,2007,WD,Normal,204750,10,3.5
95,RL,9765,No_Alley,2,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,PConc,No,ALQ,Unf,680,GasA,Gd,Y,SBrkr,1470,3,1,6,1,BuiltIn,4,2,3,232,63,0,0,0,0,No_Fence,Shed,4,2009,WD,Normal,185000,16,2.5
96,RL,10264,No_Alley,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,PConc,Av,ALQ,Unf,1588,GasA,Ex,Y,SBrkr,1588,3,1,6,0,Attchd,3,2,3,158,29,0,0,0,0,No_Fence,None,8,2006,WD,Normal,214000,7,2.0
97,RL,10921,No_Alley,4,HLS,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,CBlock,No,Rec,Unf,960,GasA,TA,Y,FuseF,960,3,1,6,0,Attchd,4,1,2,120,0,0,0,0,0,No_Fence,None,5,2007,WD,Normal,94750,42,2.0
98,RL,10625,No_Alley,4,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,ALQ,Unf,458,GasA,Fa,N,SBrkr,835,2,1,5,0,Basment,2,1,3,0,0,77,0,0,0,No_Fence,Shed,5,2010,COD,Abnorml,83000,60,1.0
99,RL,9320,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,No,ALQ,Unf,950,GasA,Fa,Y,SBrkr,1225,3,1,6,0,No_Garage,1,0,3,352,0,0,0,0,0,No_Fence,Shed,1,2010,WD,Normal,128950,51,2.5
100,RL,10603,No_Alley,3,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,PConc,Mn,ALQ,Unf,1610,GasA,Gd,Y,SBrkr,1610,3,1,6,2,Attchd,3,2,3,168,68,0,0,0,0,No_Fence,None,2,2010,WD,Normal,205000,9,3.0
101,RL,9206,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,CBlock,No,Unf,Unf,741,GasA,TA,Y,SBrkr,1732,3,1,7,1,Attchd,4,2,3,192,46,0,0,0,0,No_Fence,None,6,2010,WD,Normal,178000,25,2.5
102,RL,7018,No_Alley,4,Bnk,Inside,1,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,TA,Y,SBrkr,1535,4,2,8,0,Attchd,2,2,3,0,0,0,0,0,0,No_Fence,None,6,2009,WD,Alloca,118964,30,2.0
103,RL,10402,No_Alley,3,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,1226,GasA,Ex,Y,SBrkr,1226,3,1,6,0,Attchd,3,3,3,0,36,0,0,0,0,No_Fence,None,5,2010,WD,Normal,198900,1,2.0
104,RM,7758,No_Alley,4,Lvl,Corner,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,PConc,No,LwQ,Unf,1040,GasA,Ex,Y,FuseF,1818,4,1,7,2,Detchd,2,1,3,0,0,0,0,184,0,No_Fence,None,6,2007,WD,Normal,169500,57,1.5
105,FV,9375,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,PConc,No,Unf,Unf,1053,GasA,Ex,Y,SBrkr,1992,3,1,9,1,Attchd,3,2,3,140,45,0,0,0,0,No_Fence,None,8,2008,WD,Normal,250000,4,2.5
106,RM,10800,Grvl,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,VinylSd,None,0.0,BrkTil,No,Unf,Unf,641,GasA,Gd,Y,SBrkr,1047,2,1,6,0,Detchd,2,1,1,0,0,0,0,0,0,No_Fence,Shed,8,2007,WD,Normal,100000,12,1.0
107,RM,6000,No_Alley,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,ALQ,BLQ,789,GasA,Ex,Y,SBrkr,789,2,1,5,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,4,2008,WD,Partial,115000,58,1.0
108,RM,8500,No_Alley,4,Lvl,Corner,1,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,CmentBd,None,0.0,CBlock,No,Unf,Unf,793,GasW,TA,N,FuseF,1517,3,1,7,0,No_Garage,1,0,1,0,0,144,0,0,0,No_Fence,None,8,2007,WD,Normal,115000,2,2.0
109,RL,11751,No_Alley,3,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,CBlock,No,BLQ,Unf,1844,GasA,Ex,Y,SBrkr,1844,3,1,7,1,Attchd,3,2,3,0,122,0,0,0,0,MnPrv,None,1,2010,COD,Normal,190000,33,2.0
110,RL,9525,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,Rec,Unf,994,GasA,Gd,Y,SBrkr,1855,4,1,7,0,Attchd,2,1,3,182,0,0,0,0,0,No_Fence,None,10,2006,WD,Normal,136900,34,2.0
111,RL,7750,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,384,GasA,Ex,Y,SBrkr,1430,3,1,7,1,BuiltIn,4,2,3,180,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,180000,10,2.5
112,RL,9965,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,PConc,Av,GLQ,Unf,1264,GasA,Ex,Y,SBrkr,2696,4,1,10,1,BuiltIn,4,3,3,120,184,0,0,168,0,No_Fence,None,10,2007,New,Partial,383970,0,3.5
113,RL,21000,No_Alley,4,Bnk,Corner,1,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,CBlock,Mn,ALQ,Rec,1809,GasA,TA,Y,SBrkr,2259,3,1,7,2,Basment,2,2,3,166,120,192,0,0,0,MnPrv,None,10,2007,COD,Abnorml,217000,54,3.0
114,RL,7259,No_Alley,3,Lvl,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,ALQ,LwQ,1028,GasA,Ex,Y,SBrkr,2320,3,1,9,1,Detchd,2,1,3,224,0,0,0,0,0,MnPrv,None,7,2007,WD,Normal,259500,5,3.5
115,FV,3230,Pave,4,Lvl,Corner,1,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,PConc,No,GLQ,Unf,729,GasA,Gd,Y,SBrkr,1458,2,1,5,1,Detchd,2,2,3,0,32,0,0,0,0,No_Fence,None,6,2007,WD,Normal,176000,8,2.5
116,RL,11616,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,CBlock,No,LwQ,BLQ,1092,GasA,TA,Y,SBrkr,1092,3,1,6,1,Attchd,2,1,3,0,20,144,0,0,0,No_Fence,None,9,2009,WD,Normal,139000,47,1.5
117,RL,8536,No_Alley,4,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,1125,GasA,Gd,Y,SBrkr,1125,2,1,5,0,Attchd,2,2,3,80,64,0,0,0,0,No_Fence,None,4,2007,New,Partial,155000,0,1.5
118,RL,12376,No_Alley,4,Lvl,Corner,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,Plywood,Plywood,None,0.0,PConc,Mn,GLQ,Unf,1673,GasA,Gd,Y,SBrkr,3222,5,1,11,2,Attchd,2,3,3,367,0,0,0,0,0,No_Fence,None,5,2010,WD,Normal,320000,20,4.0
119,RL,8461,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,1456,3,1,8,1,Attchd,4,2,3,0,24,0,0,0,0,No_Fence,None,7,2006,New,Partial,163990,0,2.5
120,RL,21453,No_Alley,3,Low,CulDSac,3,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,Flat,Metal,Plywood,Plywood,None,0.0,CBlock,Gd,ALQ,Unf,938,GasA,Ex,Y,SBrkr,988,1,1,4,2,Attchd,2,2,3,0,130,0,130,0,0,No_Fence,None,10,2006,WD,Normal,180000,37,2.0
121,RM,6060,No_Alley,4,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,Gable,CompShg,AsbShng,AsbShng,None,0.0,PConc,No,Unf,Unf,732,GasA,Gd,Y,SBrkr,1123,3,1,4,0,Detchd,2,1,2,0,0,140,0,0,0,MnPrv,None,6,2007,WD,Normal,100000,57,1.0
122,RL,9464,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,CBlock,No,BLQ,Unf,1080,GasA,Gd,Y,SBrkr,1080,3,1,5,0,Attchd,2,1,3,0,0,0,0,130,0,No_Fence,None,6,2008,WD,Normal,136000,50,1.0
123,RL,7892,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,Plywood,None,0.0,PConc,No,GLQ,Unf,1199,GasA,Ex,Y,SBrkr,1199,2,1,5,0,Attchd,3,2,3,0,63,0,0,0,0,No_Fence,None,3,2008,WD,Normal,153900,15,2.0
124,RL,17043,No_Alley,3,Lvl,CulDSac,1,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,Unf,Unf,1362,GasA,TA,Y,SBrkr,1586,3,1,7,1,Attchd,2,2,3,192,0,0,0,0,0,No_Fence,None,1,2009,WD,Normal,181000,11,2.0
125,RM,6780,No_Alley,4,Lvl,Inside,1,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,Av,GLQ,Unf,520,GasA,Gd,N,SBrkr,754,2,1,5,0,No_Garage,1,0,1,53,0,0,0,0,0,No_Fence,None,6,2006,WD,Normal,84500,24,2.0
126,RL,4928,No_Alley,3,Lvl,Inside,1,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,No,ALQ,Unf,1078,GasA,TA,Y,SBrkr,958,2,1,5,1,Attchd,3,2,3,0,205,0,0,0,0,No_Fence,None,2,2007,WD,Normal,128000,31,2.0
127,RM,4388,No_Alley,3,Bnk,Inside,1,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,Gable,CompShg,WdShing,Wd Sdng,None,0.0,BrkTil,No,LwQ,Unf,672,GasA,Ex,Y,SBrkr,840,3,1,5,1,No_Garage,1,0,1,0,0,0,0,0,0,No_Fence,None,6,2007,WD,Normal,87000,57,1.0
128,RL,7590,No_Alley,4,Lvl,Inside,1,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,CBlock,No,BLQ,Unf,660,GasA,TA,Y,SBrkr,1348,3,1,6,1,Attchd,3,2,3,188,108,0,0,0,0,No_Fence,None,7,2006,WD,Normal,155000,40,1.5
129,RL,8973,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,CBlock,No,Rec,BLQ,1008,GasA,TA,Y,FuseA,1053,3,1,6,0,2Types,3,2,3,0,80,0,180,0,0,MnWw,None,7,2006,WD,Abnorml,150000,15,2.0
130,RL,14200,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,CBlock,No,Rec,Unf,924,GasA,Ex,Y,SBrkr,2157,4,1,8,2,Attchd,4,2,3,105,66,0,0,0,0,GdPrv,None,5,2006,WD,Normal,226000,40,2.5
131,RL,12224,No_Alley,3,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,PConc,No,GLQ,Unf,992,GasA,Ex,Y,SBrkr,2054,3,1,7,1,BuiltIn,3,2,3,24,48,0,0,0,0,No_Fence,None,7,2009,WD,Normal,244000,9,3.5
132,RL,7388,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,Unf,1063,GasA,Gd,Y,SBrkr,1327,3,1,7,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,7,2007,WD,Normal,150750,5,2.0
133,RL,6853,No_Alley,3,Lvl,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,PConc,No,GLQ,Unf,1267,GasA,Ex,Y,SBrkr,1296,2,1,6,0,Attchd,4,2,3,192,25,0,0,0,0,No_Fence,None,6,2009,WD,Normal,220000,7,3.0
134,RL,10335,No_Alley,3,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,No,Rec,Unf,1461,GasA,Gd,Y,SBrkr,1721,3,1,7,1,Attchd,3,2,3,0,96,180,0,0,0,MnPrv,None,7,2006,WD,Normal,180000,13,2.5
135,RL,10400,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,PConc,No,Unf,Unf,1304,GasA,Gd,Y,SBrkr,1682,3,1,7,1,Attchd,2,2,3,98,0,0,0,0,0,MnPrv,None,5,2008,WD,Normal,174000,38,2.0
136,RL,10355,No_Alley,3,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,CBlock,No,BLQ,Unf,1214,GasA,TA,Y,SBrkr,1214,3,1,5,1,Attchd,3,1,3,0,111,0,0,0,0,No_Fence,None,7,2007,WD,Normal,143000,40,2.0
137,RL,11070,No_Alley,4,Lvl,Inside,1,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,CBlock,No,Unf,Unf,1907,GasA,Gd,Y,SBrkr,1959,5,2,9,0,2Types,2,3,3,0,0,0,0,0,0,No_Fence,None,7,2006,WD,Family,171000,17,3.0
138,RL,9066,No_Alley,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,PConc,Mn,GLQ,Unf,1004,GasA,Ex,Y,SBrkr,1852,3,1,7,2,Attchd,4,3,3,224,106,0,0,0,0,GdPrv,None,12,2008,WD,Normal,230000,8,2.5
139,RL,15426,No_Alley,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,928,GasA,Ex,Y,SBrkr,1764,3,1,7,0,Attchd,3,2,3,276,99,0,0,0,0,MnPrv,None,8,2009,WD,Normal,231500,12,3.5
140,RL,10500,No_Alley,4,Lvl,FR2,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,ALQ,Unf,864,GasA,TA,Y,SBrkr,864,3,1,5,1,No_Garage,1,0,3,0,0,0,0,0,0,No_Fence,None,4,2010,ConLI,Normal,115000,39,1.0
141,RL,11645,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,GLQ,Unf,1734,GasA,Ex,Y,SBrkr,1734,3,1,7,0,Attchd,4,2,3,160,24,0,0,0,0,No_Fence,None,1,2006,WD,Normal,260000,1,3.0
142,RL,8520,No_Alley,4,Lvl,Corner,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,CBlock,No,Rec,Unf,910,GasA,Fa,Y,SBrkr,1385,4,1,6,0,Detchd,2,2,3,0,0,0,0,0,0,MnPrv,None,6,2010,WD,Normal,166000,58,2.0
143,RL,10335,No_Alley,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,PConc,Gd,GLQ,Unf,1490,GasA,Ex,Y,SBrkr,1501,3,1,6,0,Attchd,3,2,3,144,29,0,0,0,0,No_Fence,None,6,2009,WD,Normal,204000,10,3.0
